address,choice,balance,timestamp,day,dateUtc,authorIpfsHash,relayerIpfsHash,,ÈÕÆÚ
0x265B1827f8b33B1ff1ABAdAAF6BF15E7F6967204,1,100.530449,1606480629,4,"Fri, 27 Nov 2020 12:37:09 GMT",QmVPQM2ts7bSG8WHUPZe7ortbiDMwoyXN9HU9CrFwqbXhD,QmQNhBu4tcAREsEXCBwte8qqTqhBRzoBGiNfkDyrhT6EJf,,"Fri, 27 Nov 20"
0x848FF2a5179C96167B271673f7bb6597233F5F9e,1,1.289224335,1606497337,4,"Fri, 27 Nov 2020 17:15:37 GMT",Qmbg79ZGRgSVJVhFrp1FbMHSAE2oFxiNQEKGqLBHMSJRRD,QmYxgBt6A3FF1PJdSTGgHowkBHJvKL5dnRvAKNSheQFmRu,,"Fri, 27 Nov 20"
0x808A023B72260170c95d831F589A1ae0DCa1e43E,1,120.9671235,1606504524,4,"Fri, 27 Nov 2020 19:15:24 GMT",QmZPhUhTo4k4NGsrhJNRjsYNPLEKwd8vkkmeXnWEjYCBnx,QmWY5zVSWJN8VzCtMtDixhm9QLb2F9UTBwrpAZBkVGuFn3,,"Fri, 27 Nov 20"
0xdF0259238271427C469ABC18A2CB3047d5c12466,1,41.73367474,1606523941,5,"Sat, 28 Nov 2020 00:39:01 GMT",QmTP7bAgQn9xfdUpPXnBp5S5WmiiPuTo2JMjKfojr6RPvz,QmfKEUxQMEes6Tvv58JywGB3FbNBxxdTCgSpw2a5xxcABu,,"Sat, 28 Nov 20"
0x2c5aBc767AB347A852112b80bf62b221f15A6Fe7,1,70.79762507,1606547956,5,"Sat, 28 Nov 2020 07:19:16 GMT",Qmd54yEquVtBJ8vuf2gev8pyagCFQvTJs2w6wr6NaonWZx,QmQjnFoyJKT9cNpbtDDyAzZR28FmUQGLo5dS3Z2k4vQ383,,"Sat, 28 Nov 20"
0x8d5469C906DC6F2185aC0aC523eC8313456e65c7,1,80.2624999,1606573742,5,"Sat, 28 Nov 2020 14:29:02 GMT",QmaQLKkFceKd9SLZnp9pSyUQKysUAwEmRYvhubq2rRg99n,QmZAgJcBUiy4T8gpTVYnLpAFAEgmRcNo7L5SsVy56XrEAJ,,"Sat, 28 Nov 20"
0x099686478448CE02F8E61C6b01904d0548daeAe5,1,76.31348244,1606583181,5,"Sat, 28 Nov 2020 17:06:21 GMT",QmYh57zQvaoKS9AkuCXc5tVY7JkTg5chXu78c3RZLbNDJB,QmZDbMRXGdTbPVtLzQyxnGc27ZPW14JAXTTFrcrnwCRCdf,,"Sat, 28 Nov 20"
0x52d81d4a8b18D6BA0b2c01dd2f9927eAf755dd0a,1,79.82949059,1606618381,6,"Sun, 29 Nov 2020 02:53:01 GMT",QmTsnRzpRYDMewR2ZVGCZjX4whvU7x3rWUoYJrPmZinT5B,QmdLpbWBbwZ54krddwayubRRUf2FMiygfmhgMoAEKzyzAp,,"Sun, 29 Nov 20"
0xa61C06A018dE450321dce198664205A9c375755f,1,7.90903401,1606647561,6,"Sun, 29 Nov 2020 10:59:21 GMT",QmbJeUywijEKRxbtQZVkM2epQ71hPoNT48nPqE3uLpH23o,QmPCqj1hfthaKgszyXat2wDzNnqz2nAqP4EBkh4tsrBtAj,,"Sun, 29 Nov 20"
0x7f01D9b227593E033bf8d6FC86e634d27aa85568,1,27.12635033,1606649137,6,"Sun, 29 Nov 2020 11:25:37 GMT",QmbZUPkfU26LdcG2Wp8hewx3StNEvptCj3Z7bY1bwW99Je,QmbWe94SPuqWjSmjs6iMo5VHhHynuCvnDJ2WmkjFGvDYjr,,"Sun, 29 Nov 20"
